can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,charge,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,number_of_atoms,zero_point_correction,N1_APT_charge,N1_ES_root_Mulliken_charge,N1_ES_root_NPA_Rydberg,N1_ES_root_NPA_charge,N1_ES_root_NPA_core,N1_ES_root_NPA_total,N1_ES_root_NPA_valence,N1_Mulliken_charge,N1_NMR_anisotropy,N1_NMR_shift,N1_NPA_Rydberg,N1_NPA_charge,N1_NPA_core,N1_NPA_total,N1_NPA_valence,N1_VBur
CSc1cccc(N)c1,-724.3731061251854,2.27507563668968,1607.6386799188779,1395.557643422036,-724.5243972016658,0.1555223946740607,-724.3821341365659,-724.4163571820878,0.1122713377716161,-724.3721615786963,0.1564663946740607,0.0,2.5404721355131707,0.10271871800249105,1594.1769948291644,0.10177410777614347,-0.20449282577863453,-0.0009446102263475918,139.2148,1087.060052323885,18.0,0.14649483680443642,-0.71548503420621,-0.08210176703847849,0.01147278934812135,-0.7121285592236292,1.9992800000000002,7.71212855922363,5.701371234766862,-0.14142195834676316,79.99190141851466,200.5256180862837,0.01139546489135356,-0.8130030363014937,1.9993000000000003,7.8130030363014935,5.80230757141014,0.3762595484966106
C[C@@H](N)c1ccccc1,-365.479836,3.4857,1294.27,1037.392,-365.661002067,0.183231,-365.488217,-365.521508,0.14156,-365.478892,0.184176,0.0,1.0002,0.12485500000000001,1290.5526,0.116555,-0.24141,-0.0083,121.1816,1305.107,20.0,0.174851,-0.523188,-0.132859,0.01254,-0.66944,1.99938,7.66944,5.65753,-0.23441,61.1623,229.5314,0.01502,-0.87823,1.99948,7.87823,5.86374,0.4319540591567023
C[C@H](N)c1cccc2ccccc12,-518.8398178020402,2.1334983357680297,2337.720325478917,1463.308075295376,-519.0668111586953,0.23338947192938359,-518.8506302335436,-518.886696103034,0.18651117093556482,-518.8388738020402,0.23433347192938359,0.0,1.322944331478362,0.13174299235942397,2359.6372583234643,0.09015746553257128,-0.22190045789199525,-0.04158552682685268,171.2414,1504.5890888677404,26.0,0.22257704042601453,-0.49432145365794505,-0.19569811813179114,0.015148456905591884,-0.8309045254637132,1.999434917603402,7.830904525463713,5.816328656252045,-0.22568164880439973,30.2476715768332,216.17670507439664,0.01576244569261809,-0.8870748382281742,1.9994623593328262,7.887074838228174,5.871852527905405,0.46007397185692517
Cc1ccc(CN)cc1,-365.47970172284164,3.0389347935016335,1440.772658882575,1173.6880691110027,-365.6613080218822,0.18320578714027683,-365.48875306429863,-365.52440842338353,0.13849908659840898,-365.4787577228417,0.18414978714027683,0.0,1.5948197302837173,0.12065638579169541,1426.9978554870218,0.11269245009031131,-0.23334883588200672,-0.007963935701384098,121.1816,1204.976268950652,20.0,0.17415383925346023,-0.535267874509376,-0.1379903699699637,0.011230321493079506,-0.6325833808550145,1.9994099999999997,7.632583380855014,5.621943059361936,-0.253315984443114,28.126037878394264,218.74541055267485,0.0142,-0.8615869069235296,1.99951,7.861586906923529,5.8478769069235295,0.3721705592595933
Cc1ccc(Cl)c(N)c1,-785.792709,2.9799,1539.2224,1193.443,-785.934541196,0.144512,-785.801484,-785.836056,0.101166,-785.791764,0.145457,0.0,2.0617,0.11033,1538.8051,0.10293000000000001,-0.21326,-0.0074,141.5999,1233.224,17.0,0.135737,-0.696179,-0.028995,0.01082,-0.65588,1.99926,7.65588,5.64581,-0.120658,54.5414,201.088,0.01146,-0.8123,1.99928,7.8123,5.80156,0.40693832599118945
Cc1ccc(N)c(C)c1,-365.49653,2.8761,1301.8198,1140.319,-365.675524941,0.181924,-365.505742,-365.540703,0.137752,-365.495586,0.182868,0.0,1.4908,0.096665,1299.3026,0.10336500000000001,-0.20003,0.0067,121.1816,1140.319,20.0,0.172712,-0.682936,-0.055117,0.01066,-0.67142,1.99928,7.67142,5.66147,-0.143241,50.4008,203.0064,0.01173,-0.82309,1.99932,7.82309,5.81205,0.4127595972309629
Cc1ccc(N)cc1,-326.267101,3.0649,1029.6336,1120.271,-326.417684058,0.152673,-326.274788,-326.307787,0.111988,-326.266157,0.153617,0.0,1.4748,0.099845,1025.5807,0.102365,-0.20221,0.00252,107.1548,878.05,17.0,0.144987,-0.711554,-0.044649,0.0105,-0.64781,1.99927,7.64781,5.63803,-0.144686,80.4799,201.7537,0.0117,-0.81739,1.99931,7.81739,5.80639,0.37460667086217747
Cc1ccc(N)nc1,-342.30086,2.7796,986.3724,928.249,-342.419017843,0.140891,-342.308294,-342.339957,0.101794,-342.299916,0.141835,0.0,3.3701,0.113565,987.6294,0.100045,-0.21361,-0.01352,108.1426,1137.854,16.0,0.133457,-0.777426,-0.006714,0.01049,-0.62411,1.99925,7.62411,5.61437,-0.123413,93.6027,191.0294,0.01173,-0.8182,1.99929,7.8182,5.80718,0.3642227816236627
Cc1ccc(Oc2ccc(N)cc2)cc1,-631.978148,6.4732,4363.0659,1728.826,-632.217917833,0.243426,-631.991557,-632.034426,0.187148,-631.977204,0.24437,0.0,1.9563,0.11204,4332.4202,0.09933,-0.21137,-0.01271,199.2518,1682.724,28.0,0.230016,-0.731618,-0.036656,0.01028,-0.63698,1.99927,7.63698,5.62744,-0.142946,79.4335,201.2781,0.01166,-0.81562,1.99931,7.81562,5.80465,0.37680931403398366
Cc1ccc(S(N)(=O)=O)cc1,-874.5838368166019,5.789497702213469,2217.8759817301634,1589.111133623318,-874.7421272950439,0.1671531075816497,-874.5945278924182,-874.6329637495726,0.11802647208364325,-874.5828928166018,0.16809740505443313,0.0,6.005595824295562,0.1552816137247459,2218.8765905014407,0.11439946209175135,-0.26968107581649725,-0.04088215163299454,171.21359999999999,1451.4901695755143,19.999999999999996,0.15646232923793588,-0.8192401926902577,-0.06843209968910094,0.01422,-1.0502561372474588,1.99947,8.050256137247459,6.0365591119752935,-0.08204411986784207,99.14033264388115,165.48183927682405,0.0143,-1.0728278483670053,1.9994799999999997,8.072827848367005,6.059047848367005,0.41225573832338325
Cc1ccc([N+](=O)[O-])cc1N,-530.465805,13.0879,1902.8492,945.829,-530.619171808,0.158249,-530.475588,-530.510782,0.113273,-530.464861,0.159193,0.0,6.2745,0.15492,1919.3989,0.07705000000000001,-0.23197,-0.07787,152.1524,1106.139,19.0,0.148466,-0.682335,-0.013721,0.00943,-0.61192,1.99926,7.61192,5.60322,-0.133677,48.5894,199.5137,0.01129,-0.81373,1.99929,7.81373,5.80315,0.41519823788546256
Cc1ccc2cccc(N)c2n1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685
Cc1cccc(N)c1C,-365.495586,3.2665,1203.9366,1065.42,-365.674689176,0.182057,-365.504464,-365.53736,0.140283,-365.494642,0.183001,0.0,1.6779,0.09885000000000001,1208.5504,0.1055,-0.20435,0.00665,121.1816,1212.94,20.0,0.173178,-0.662955,-0.057609,0.01065,-0.66976,1.99928,7.66976,5.65982,-0.146547,48.5458,200.8053,0.01162,-0.82275,1.99931,7.82275,5.81181,0.4171648835745752
Cc1ccccc1N,-326.268723,3.4471,921.1002,976.469,-326.41903029,0.152781,-326.275997,-326.306916,0.114588,-326.267779,0.153725,0.0,1.7902,0.100225,922.0646,0.10624499999999999,-0.20647,0.00602,107.1548,1019.548,17.0,0.145507,-0.665062,-0.050356,0.01055,-0.66083,1.99928,7.66083,5.651,-0.143145,50.2114,201.7111,0.01154,-0.82072,1.99931,7.82072,5.80988,0.41409691629955947
Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,-887.4521393611076,5.419133215732261,5045.613985581703,1817.3494907696027,-887.6617978869697,0.2172651853533238,-887.4670869096423,-887.5111004032108,0.15830464334426447,-887.4511953611075,0.21820935383281387,0.0,4.14498669081707,0.13643306985196824,5156.888816075725,0.0950622713275314,-0.2314953411794996,-0.041370798524436855,241.2153,1756.544988487754,27.0,0.20231813691258627,-0.7476713056601614,-0.09202978481791264,0.010816127022100086,-0.7377607675796736,1.99927,7.737760767579674,5.7276763253524745,-0.12981702117746607,77.60749683663985,197.80511143671578,0.010948406875184034,-0.8046570250288896,1.99928,7.80465702502889,5.794428618153706,0.37643136036006797
Cn1c(N)nc2ccccc21,-473.652532,5.2798,1639.1686,1283.157,-473.821539692,0.173122,-473.661597,-473.695434,0.13022,-473.651588,0.174067,0.0,4.7493,0.10667499999999999,1633.1172,0.104185,-0.21086,-0.00249,147.1792,1445.582,20.0,0.164057,-0.765694,-0.117981,0.01228,-0.80443,1.9993,7.80443,5.79285,-0.149517,60.8145,212.0224,0.01235,-0.85186,1.99931,7.85186,5.8402,0.3855412208936438
NC1CCCCC1,-290.58128450267145,1.5651409606845044,820.5990232385898,1155.5571197305048,-290.7737106198504,0.19499545089755613,-290.58838518764674,-290.61913826421215,0.1571412632508281,-290.5803400765654,0.1959400247915495,0.0,1.24160561553846,0.0889767586567905,811.53279848498,0.1459200376679794,-0.2348967963247699,0.05694327901118891,99.1754,1079.6885724702784,20.0,0.18789491371023187,-0.47445679958809683,0.21908349397399257,0.014184336396025073,-0.3486628708106732,1.9991557389399337,7.348662870810673,5.335322795474715,-0.2229618825689063,50.16406860252791,221.84268313313282,0.015701650459403763,-0.8756977030376885,1.99946,7.875697703037689,5.860536052578285,0.41038350340767393
NC1CCc2ccccc21,-403.5308211033933,2.9877198536608067,1389.426384545543,1165.8899475016237,-403.71759045424585,0.19063310931898964,-403.53887184938213,-403.5714140650755,0.15004094723330902,-403.5298771033933,0.19157710931898964,0.0,1.4449672684217953,0.12131620629933712,1378.9510932782243,0.11610826137354226,-0.2374244676728794,-0.005207944925794864,133.1926,1134.3519654617708,21.0,0.18258239459722383,-0.4746228538527909,-0.16562909464492595,0.014493125272423526,-0.7838532203506082,1.9993990263046935,7.783853220350608,5.7699602230910045,-0.2172182015436319,31.547105296459506,224.62986160491016,0.015266914504067032,-0.8763159824890879,1.9994622243770288,7.876315982489087,5.861586843607992,0.41724267164171086
NCC1CC1,-212.09864754881008,2.0150263234542884,486.01000897293545,1053.0003159113237,-212.22853761632578,0.13355397600777,-212.10432773985752,-212.13284179339485,0.09935973142302143,-212.09770354881007,0.13449878496033596,0.0,1.335849095030904,0.08542784685129756,466.2362922465973,0.1529026418973619,-0.23833048874865947,0.06747479504606435,71.12180000000001,794.9389396129632,14.000000000000002,0.12787459391290193,-0.48882684131393955,0.28088821724131363,0.024010239922299996,-0.3725670756036615,1.9991919104743405,7.372567075603662,5.34937110425834,-0.2652727832769853,28.97653182636476,238.03798405564703,0.014436626679616668,-0.8759185994823735,1.999506179051319,7.875918599482374,5.861975793751438,0.37558790130109465
NCc1ccc(Br)cc1,-2899.6502846986164,4.0804308042021304,2416.259360577804,1090.4510565229868,-2899.7929126082713,0.14521200102504297,-2899.65879728734,-2899.693777114198,0.1017195854435594,-2899.6493406986165,0.146156001025043,0.0,2.092099396054844,0.1312400225509457,2410.0014262667096,0.11110056689028135,-0.24234058944122705,-0.020139455660664322,186.0509,1079.0594639481797,17.0,0.13669941230134602,-0.4980379845911469,-0.19599376406416189,0.01238704356847792,-0.7408558227422819,1.9994258821117548,7.740855822742281,5.729039367589988,-0.26637268909200934,33.217509302121115,232.1573176402867,0.014060589441227041,-0.8758910241009632,1.9994970589441223,7.875891024100962,5.862339846243552,0.38512463474258896
NCc1ccc(Cl)cc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,-785.9172133053105,0.1455897264615949,-785.7824655096371,-785.8163564353052,0.10343020096971163,-785.7732532707868,0.1465337264615949,0.0,1.9784712396286335,0.1305497478195348,1777.26365997524,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,17.0,0.13732148761136576,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,7.72657187345181,5.714985379669552,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,7.875760102447899,5.862200688286783,0.3848252154942082
NCc1ccc(F)cc1,-425.352233,5.5868,1367.6365,1307.823,-425.495579279,0.146551,-425.360091,-425.39287,0.105914,-425.351289,0.147495,0.0,2.4015,0.126715,1366.5478,0.113955,-0.24067,-0.01276,125.1453,861.624,17.0,0.138693,-0.462044,-0.197348,0.01229,-0.74364,1.9994,7.74364,5.73195,-0.275275,37.0084,238.0893,0.01399,-0.8846,1.99949,7.8846,5.87112,0.3915198237885463
NCc1ccc(F)cc1F,-524.4531514053007,5.913182764687782,1541.42525523606,1146.8001190802615,-524.5894363371642,0.13951508410974495,-524.461796774174,-524.4956465596031,0.09702043378088482,-524.4522074053007,0.14045908410974497,0.0,1.4288429632403281,0.13177267557881933,1545.661692004926,0.1125880263476894,-0.24436070192650872,-0.01918464923112992,143.1358,1169.6986847791284,17.0,0.1308697152364224,-0.49588148493253137,-0.13940889684708704,0.010308112473359846,-0.6240511983727839,1.9993696821171456,7.6240511983727846,5.614363403782278,-0.269599294571067,32.498175348311676,237.21491233580593,0.01411615232534721,-0.8762906418375127,1.9995000794707134,7.876290641837513,5.862679370306095,0.39032233181261156
NCc1ccc2c(c1)OCO2,-514.4844582816243,1.2082483540646043,1900.1324837437826,1162.2150272571782,-514.6469370458574,0.1720218647931981,-514.4936816689259,-514.5286791412279,0.12780057557191973,-514.4835142816241,0.1729658647931981,0.0,1.327714035170167,0.10913565813292359,1882.353634022567,0.10440004535382547,-0.21353570348674905,-0.004735612779098107,151.1646,1169.452437296302,20.0,0.16279847749148602,-0.49815539365638123,-0.24734785642730872,0.01393540407525062,-0.8410182291994249,1.9994812028727893,7.841018229199426,5.827601139470951,-0.26560449138301895,33.37851416093057,229.88262197297993,0.014110252217473949,-0.8748422451909529,1.9994954990481266,7.874842245190953,5.861236011144918,0.3842179951182182
NCc1cccc2ccccc12,-479.6128130539296,1.9309518604155422,1990.3095481476953,1524.6402346387545,-479.81024647150895,0.20393590715221685,-479.6223018155356,-479.65695062983997,0.15979856963583736,-479.6118690539296,0.20487990715221682,0.0,1.3363616099331357,0.13169109785159755,2006.611485765863,0.09060765994211092,-0.22229875779370847,-0.041083437909486625,157.2146,1395.7446534264493,22.999999999999996,0.19444814554624393,-0.45941896580842756,-0.2421255297637318,0.014129811762924072,-0.8459477927773289,1.99947,7.845947792777329,5.832347981014404,-0.26573871204653565,47.89129971090246,233.47348563838398,0.014297490568345,-0.8839893475240082,1.9994876160597288,7.8839893475240075,5.870201856955663,0.41117571838732325
NCc1ccccc1,-326.25133799414374,3.988329683937632,1013.7885811146859,940.1072763915181,-326.40315328844895,0.15396261607230605,-326.2584459713762,-326.29019583477145,0.115104775444542,-326.25039347534414,0.15490661607230605,0.0,1.2404266660114869,0.12250502928142379,1007.4223662802181,0.11655241813209385,-0.23905744741351764,-0.005952611149329937,107.1548,1004.2047474208746,17.0,0.14685412004017,-0.490322955764157,-0.16528533121820402,0.011517150778831248,-0.6828611893764243,1.999400751983932,7.682861189376424,5.671943286613661,-0.26417826517554244,32.9628088569963,229.0591153848535,0.014075864088374055,-0.8728342707207243,1.999499624008034,7.872834270720724,5.8592539706202995,0.3819664169243733
NCc1ccccc1C(F)(F)F,-662.8040162703289,7.90976424284249,1884.396650074692,1273.4144209538056,-662.9631263600608,0.16315534756954844,-662.814277642499,-662.8503817437278,0.11679083874897149,-662.803072252618,0.1641001449143461,0.0,2.936632156331084,0.14034689164691808,1893.0515180175264,0.10430181546794697,-0.24464870711486505,-0.0360450761789711,175.15309999999997,1338.1243723942773,19.999999999999996,0.15289495768868674,-0.5189690603055945,0.01721417077181352,0.006069064470996087,-0.36073921630929373,1.9992320709005134,7.360739216309293,5.355447903829178,-0.25414718637323563,33.09826408002213,224.79788660333148,0.014534305294653674,-0.8646131561563996,1.9994957697873479,7.864613156156398,5.850583081074396,0.41208743731063757
NCc1ccco1,-324.0689552749854,5.329707729570295,745.5564391392114,845.0346435996075,-324.1892462963569,0.12300929814417691,-324.07528943893413,-324.10583280946724,0.08613152732477825,-324.06801127498545,0.12395329814417691,0.0,1.254080236023447,0.1077421803566402,739.4970666821469,0.12033669239857173,-0.22807887275521194,0.012594512041931526,97.1164,967.959022939795,14.0,0.1166748978578965,-0.5025681380081948,-0.051074803666913575,0.00998181688054372,-0.5000473825974131,1.9993094535044347,7.500047382597413,5.490753748836326,-0.27142583390738495,26.25049401005633,237.12212923438403,0.014215287561801576,-0.8685047809455144,1.9995205464955652,7.868504780945514,5.854768946888147,0.3697832061389416
NS(=O)(=O)c1cc(F)cc(F)c1,-1033.551889,4.6836,2376.6377,1193.898,-1033.66544514,0.123239,-1033.562297,-1033.599106,0.076022,-1033.550944,0.124184,0.0,4.2702,0.17243,2389.8803,0.11290999999999998,-0.28534,-0.05952,193.1678,1459.208,17.0,0.112831,-0.808868,-0.078691,0.01403,-1.07122,1.99947,8.07122,6.05772,-0.080748,99.1149,167.6557,0.01395,-1.07456,1.99947,8.07456,6.06115,0.4145689112649465
Nc1ccc(Cl)cc1,-746.561831,4.6408,1279.6266,1018.201,-746.675345598,0.115173,-746.568799,-746.600185,0.076819,-746.560887,0.116117,0.0,3.4495,0.11315,1278.1058,0.09991,-0.21306,-0.01324,127.5731,1073.739,14.0,0.108205,-0.736525,-0.04346,0.01042,-0.64998,1.99927,7.64998,5.64029,-0.13923,77.8102,200.7961,0.0115,-0.81246,1.9993,7.81246,5.80166,0.37586532410320955
Nc1ccc(Cl)cn1,-762.59372,4.1909,1231.5446,790.698,-762.691685552,0.103214,-762.600623,-762.632031,0.064902,-762.592775,0.104158,0.0,2.448,0.12648,1234.9648,0.09723,-0.22371,-0.02925,128.5609,1176.853,13.0,0.09631,-0.800781,-0.006424,0.01039,-0.6309,1.99925,7.6309,5.62127,-0.115285,90.4228,189.8493,0.01148,-0.81169,1.99928,7.81169,5.80093,0.36359345500314666
Nc1ccc(F)nc1,-402.169016,6.3301,910.0833,838.643,-402.269348808,0.104266,-402.175472,-402.205863,0.06742,-402.168072,0.105211,0.0,4.6025,0.1274,920.283,0.09629,-0.22369,-0.03111,112.1063,782.733,13.0,0.097811,-0.667043,-0.022263,0.01027,-0.60325,1.99927,7.60325,5.59371,-0.144916,69.3864,208.7565,0.01192,-0.81759,1.99931,7.81759,5.80635,0.37311202013845185
Nc1ccc2c(c1)OCCO2,-514.4993005778814,1.5506095172912495,1733.8307144344608,1322.106006715379,-514.6677493223881,0.17174550370864336,-514.5081410667556,-514.5416900519209,0.1293560296691469,-514.4983565778814,0.17268950370864333,0.0,1.1757452454490256,0.0924698516542655,1732.4157120595255,0.09849,-0.1909598516542655,0.00602014834573451,151.1646,1103.0703227923768,20.0,0.16290501483457343,-0.7082967789788921,-0.07312506542187257,0.011110074172867255,-0.6938136278019557,1.9992899999999998,7.693813627801955,5.683418516542655,-0.14803608025644602,80.07310578407997,203.34207134751264,0.01193,-0.8195641470120265,1.99932,7.819564147012025,5.808314147012027,0.3745670462048959
Nc1ccc2nccnc2c1,-472.448989,1.8038,1633.8559,1268.877,-472.589813586,0.149381,-472.456998,-472.489629,0.108741,-472.448044,0.150326,0.0,2.7468,0.14166,1631.2213,0.07830999999999999,-0.21997,-0.06335,145.1634,1253.016,18.0,0.141372,-0.799679,-0.133417,0.0111,-0.80461,1.99928,7.80461,5.79423,-0.13105,75.8004,196.3884,0.01115,-0.80275,1.99928,7.80275,5.79232,0.3766519823788546
Nc1ccc2scnc2c1,-777.274244,6.2059,1610.7436,1335.752,-777.398553673,0.127801,-777.281995,-777.314451,0.087594,-777.273299,0.128745,0.0,2.301,0.123155,1614.9257,0.08758500000000001,-0.21074,-0.03557,150.1978,1136.386,16.0,0.12005,-0.739669,-0.042157,0.01024,-0.64708,1.99927,7.64708,5.63757,-0.142374,79.7065,200.4595,0.01167,-0.81383,1.9993,7.81383,5.80285,0.3761799874134676
Nc1ccncc1[N+](=O)[O-],-507.265556,7.0658,1279.9632,1000.915,-507.372436342,0.117297,-507.273424,-507.306438,0.076415,-507.264612,0.118241,0.0,4.5491,0.176435,1294.0698,0.08574500000000002,-0.26218,-0.09069,139.1134,1295.301,15.0,0.109429,-0.711262,-0.047392,0.00969,-0.77134,1.9992,7.77134,5.76245,-0.051173,47.5578,183.1243,0.00963,-0.77221,1.9992,7.77221,5.76337,0.42448080553807427
Nc1nccc(Cl)n1,-778.633755,3.4408,1118.1743,843.856,-778.718760958,0.091551,-778.640527,-778.672002,0.053304,-778.632811,0.092495,0.0,1.6764,0.144055,1108.8049,0.102925,-0.24698,-0.04113,129.5487,1027.303,12.0,0.084779,-0.808337,-0.092696,0.01067,-0.79969,1.99927,7.79969,5.78975,-0.082437,94.2509,181.098,0.0112,-0.7983,1.99925,7.7983,5.78784,0.35320956576463186
