Reaction #,Prod_Smiles,ArX_Smiles,Acid_Smiles,CAD Yield,bin
2941,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)oc3ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2c(c1)oc1ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,21.7,>10
2942,COc1ccc(Cn2cnc3cc(C4CCN(C(=O)c5nn(C)c6c5CN(C(=O)C5CC5)CC6)CC4)ccc32)cc1,COc1ccc(Cn2cnc3cc(Br)ccc32)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,66.6,>10
2943,Cn1nc(C(=O)N2CCC(c3cnc4nncn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2nncn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,15.7,>10
2944,Cn1nc(C(=O)N2CCC(c3ccnc(N)n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Nc1nccc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,52.4,>10
2945,Cn1nc(C(=O)N2CCC(c3ccc4nc(O)cnc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1cnc2cc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.6,0< yield ≤10
2947,Cn1cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)nn1,Cn1cc(Br)nn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,15.5,>10
2948,Cn1nc(C(=O)N2CCC(c3ncnc4ccccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ncnc2ccccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2949,Cn1nc(C(=O)N2CCC(c3cccc4ncncc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2ncncc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
2950,Cn1nc(C(=O)N2CCC(c3ccn4nccc4n3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccn2nccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,5.9,0< yield ≤10
2954,Cn1nc(C(=O)N2CCC(c3csc4cnccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1csc2cnccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,39.9,>10
2955,CC(=O)Nc1ncc(F)cc1C1CCN(C(=O)c2nn(C)c3c2CN(C(=O)C2CC2)CC3)CC1,CC(=O)Nc1ncc(F)cc1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,8.9,0< yield ≤10
2956,Cn1nc(C(=O)N2CCC(c3nc(CO)co3)CC2)c2c1CCN(C(=O)C1CC1)C2,OCc1coc(Br)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2958,Cn1nc(C(=O)N2CCC(c3ccc(B4OC(C)(C)C(C)(C)O4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC1(C)OB(c2ccc(Br)cc2)OC1(C)C,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,20.9,>10
2960,Cn1nc(C(=O)N2CCC(c3cccc(-c4ncc(N)cn4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Nc1cnc(-c2cccc(Br)c2)nc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2961,Cn1nc(C(=O)N2CCC(c3ccc4sc(C#N)cc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,N#Cc1cc2cc(Br)ccc2s1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,7.1,0< yield ≤10
2963,Cn1nc(C(=O)N2CCC(c3ccc(C(F)(F)F)c4cccnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1ccc(Br)c2ncccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2967,COc1nccc(N)c1C1CCN(C(=O)c2nn(C)c3c2CN(C(=O)C2CC2)CC3)CC1,COc1nccc(N)c1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2968,Cc1cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cnc1C,Cc1cc(Br)cnc1C,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,34.1,>10
2969,Cn1nc(C(=O)N2CCC(c3cccc4cc(O)ncc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1cc2cccc(Br)c2cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.9,0< yield ≤10
2970,Cn1nc(C(=O)N2CCC(c3cc(C(C)(C)C)cc4cccnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)c1cc(Br)c2ncccc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,33.5,>10
2971,Cn1nc(C(=O)N2CCC(c3cncc4[nH]ccc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cncc2[nH]ccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,51.7,>10
2972,COc1ccc2cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)ccc2n1,COc1ccc2cc(Br)ccc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,22.0,>10
2973,Cn1nc(C(=O)N2CCC(c3ccc(C(F)(F)F)c4cc[nH]c34)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1ccc(Br)c2[nH]ccc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,4.8,0< yield ≤10
2974,Cn1nc(C(=O)N2CCC(c3ccc(C4CC(=O)N4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CC(c2ccc(Br)cc2)N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,48.4,>10
2975,Cn1nc(C(=O)N2CCC(c3cccc4cncnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2cncnc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,24.8,>10
2976,Cn1nc(C(=O)N2CCC(c3ccnc4cccnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccnc2cccnc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.7,0< yield ≤10
2977,Cn1nc(C(=O)N2CCC(c3cnc4cccnc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2cccnc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,3.0,0< yield ≤10
2978,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)C(C)(C)C(=O)N4)CC2)c2c1CCN(C(=O)C1CC1)C2,CC1(C)C(=O)Nc2ccc(Br)cc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,20.3,>10
2980,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)CN(C(=O)OC(C)(C)C)CCO4)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCOc2ccc(Br)cc2C1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,18.6,>10
2982,Cn1nc(C(=O)N2CCC(c3ccc4c(O)cc(=O)oc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=c1cc(O)c2ccc(Br)cc2o1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2983,Cn1nc(C(=O)N2CCC(c3ccc4nc(C(F)(F)F)nn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1nc2ccc(Br)cn2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,15.4,>10
2984,Cc1nc2cccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)n2n1,Cc1nc2cccc(Br)n2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2987,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)CC(O)C4)CC2)c2c1CCN(C(=O)C1CC1)C2,OC1Cc2ccc(Br)cc2C1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,39.5,>10
2989,Cn1nc(C(=O)N2CCC(c3cccc(CS(N)(=O)=O)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,NS(=O)(=O)Cc1cccc(Br)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,59.0,>10
2990,Cn1nc(C(=O)N2CCC(c3cnn(-c4ccncc4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnn(-c2ccncc2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,39.2,>10
2995,Cn1nc(C(=O)N2CCC(c3cncc(F)c3N)CC2)c2c1CCN(C(=O)C1CC1)C2,Nc1c(F)cncc1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.5,0< yield ≤10
2996,Cn1nc(C(=O)N2CCC(c3c(O)ccc4cccnc34)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1ccc2cccnc2c1Br,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
2998,Cn1nc(C(=O)N2CCC(c3cnc4ncoc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2ncoc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
3002,Cn1nc(C(=O)N2CCC(c3cccc(Cn4cccn4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc(Cn2cccn2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,41.5,>10
3005,Cc1ccc2ccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)nc2n1,Cc1ccc2ccc(Br)nc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,18.3,>10
3010,Cn1nc(C(=O)N2CCC(c3ccc(C4CCCCN4C(=O)OC(C)(C)C)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCCCC1c1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,28.5,>10
3012,Cn1nc(C(=O)N2CCC(c3cccc(-c4nnc(C5CC5)o4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc(-c2nnc(C3CC3)o2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,24.7,>10
3014,Cn1nc(C(=O)N2CCC(c3cc4ncc(C(F)(F)F)nc4cn3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1cnc2cc(Br)ncc2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3017,Cn1nc(C(=O)N2CCC(c3ccc(C(C)(C)CO)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(CO)c1ccc(Br)cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,80.4,>10
3018,Cn1nc(C(=O)N2CCC(c3ccnc(C(C)(C)CO)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(CO)c1cc(Br)ccn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,69.7,>10
3019,COc1ccc(COc2cccc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)n2)cc1,COc1ccc(COc2cccc(Br)n2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
3021,Cn1nc(C(=O)N2CCC(c3ccc(-c4nnc[nH]4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc(-c2nnc[nH]2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,50.4,>10
3022,Cn1nc(C(=O)N2CCC(c3ccc(C4(NC(=O)OC(C)(C)C)CC(=O)C4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)NC1(c2ccc(Br)cc2)CC(=O)C1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,21.9,>10
3023,Cn1nc(C(=O)N2CCC(c3cccc(CN4CC(=O)NC4=O)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CN(Cc2cccc(Br)c2)C(=O)N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,43.9,>10
3024,Cn1nc(C(=O)N2CCC(c3ccc4c(c3)CN(C3CC3)C4=O)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1c2ccc(Br)cc2CN1C1CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,48.1,>10
3026,COc1ncc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)nc1OC,COc1ncc(Br)nc1OC,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,31.1,>10
3027,Cn1nc(C(=O)N2CCC(c3cc4ncccc4[nH]3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cc2ncccc2[nH]1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,22.0,>10
3030,Cn1nc(C(=O)N2CCC(c3ccc4cc(C(F)(F)F)ncc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1cc2ccc(Br)cc2cn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,25.1,>10
3031,Cn1nc(C(=O)N2CCC(c3ccc4cc(C(F)(F)F)cnc4n3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1cnc2nc(Br)ccc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3032,Cn1nc(C(=O)N2CCC(c3cnc4c(c3)NC(=O)CC4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCc2ncc(Br)cc2N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,39.0,>10
3034,Cn1nc(C(=O)N2CCC(c3cccc4[nH]c5ccccc5c34)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc2[nH]c3ccccc3c12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
3035,Cn1nc(C(=O)N2CCC(c3ccc4cnnn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc2cnnn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
3036,Cn1nc(C(=O)N2CCC(c3ccc(C(O)C(F)(F)F)nc3)CC2)c2c1CCN(C(=O)C1CC1)C2,OC(c1ccc(Br)cn1)C(F)(F)F,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,25.7,>10
3037,Cn1nc(C(=O)N2CCC(c3cccc4c3NC(=O)CC4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCc2cccc(Br)c2N1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,9.6,0< yield ≤10
3039,Cn1nc(C(=O)N2CCC(c3cccc(C4CCC(=O)NC4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCC(c2cccc(Br)c2)CN1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,58.7,>10
3040,Cn1nc(C(=O)N2CCC(c3ccn4nnnc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccn2nnnc2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3041,Cn1nc(C(=O)N2CCC(c3cnc4c(O)nccc4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Oc1nccc2cc(Br)cnc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,8.9,0< yield ≤10
3042,Cn1nc(C(=O)N2CCC(c3cnc4c(c3)CN(C(=O)OCc3ccccc3)CC4)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C(OCc1ccccc1)N1CCc2ncc(Br)cc2C1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,61.9,>10
3043,Cn1nc(C(=O)N2CCC(c3cccc(-n4ccnc4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc(-n2ccnc2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,69.7,>10
3044,Cn1nc(C(=O)N2CCC(c3cccc(-n4cncn4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cccc(-n2cncn2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,42.2,>10
3045,CC(C)Sc1ccc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)cc1,CC(C)Sc1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,3.6,0< yield ≤10
3046,Cn1nc(C(=O)N2CCC(c3cccc(C(O)CO)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,OCC(O)c1cccc(Br)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,47.6,>10
3047,Cn1nc(C(=O)N2CCC(c3ccc(NC(=O)c4ccccn4)cc3F)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C(Nc1ccc(Br)c(F)c1)c1ccccn1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3049,Cn1nc(C(=O)N2CCC(c3cccc4c3OCCC4O)CC2)c2c1CCN(C(=O)C1CC1)C2,OC1CCOc2c(Br)cccc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,16.3,>10
3051,Cn1nc(C(=O)N2CCC(c3ccc4c(n3)N(C(=O)OC(C)(C)C)CCC4)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCCc2ccc(Br)nc21,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,51.8,>10
3053,Cc1cn2cc(F)cc(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)c2n1,Cc1cn2cc(F)cc(Br)c2n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,18.5,>10
3054,Cn1nc(C(=O)N2CCC(c3cc4ncncc4s3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cc2ncncc2s1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.6,0< yield ≤10
3057,Cn1nc(C(=O)N2CCC(c3cccc(OC4CCC(=O)CC4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCC(Oc2cccc(Br)c2)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,22.0,>10
3058,Cn1nc(C(=O)N2CCC(c3ccccc3OC3CCC(=O)CC3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCC(Oc2ccccc2Br)CC1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,8.1,0< yield ≤10
3059,Cn1nc(C(=O)N2CCC(c3ccc(OC4CCCCC4=O)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,O=C1CCCCC1Oc1ccc(Br)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,10.5,>10
3060,Cn1nc(C(=O)N2CCC(c3cncc(OCCF)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,FCCOc1cncc(Br)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,49.9,>10
3061,CCc1cccn2c(C3CCN(C(=O)c4nn(C)c5c4CN(C(=O)C4CC4)CC5)CC3)cnc12,CCc1cccn2c(Br)cnc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.3,0< yield ≤10
3062,Cn1nc(C(=O)N2CCC(c3ccc4[nH]cc(CCNC(=O)OC(C)(C)C)c4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)NCCc1c[nH]c2ccc(Br)cc12,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3065,Cn1nc(C(=O)N2CCC(c3c[nH]c([C@@H]4C[C@@H](F)CN4C(=O)OC(C)(C)C)n3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1C[C@H](F)C[C@H]1c1nc(Br)c[nH]1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,4.0,0< yield ≤10
3066,Cn1nc(C(=O)N2CCC(c3c[nH]c(C4CCCN4C(=O)OC(C)(C)C)n3)CC2)c2c1CCN(C(=O)C1CC1)C2,CC(C)(C)OC(=O)N1CCCC1c1nc(Br)c[nH]1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,18.6,>10
3067,Cn1nc(C(=O)N2CCC(c3cnc4cncn4c3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1cnc2cncn2c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,1.4,0< yield ≤10
3068,Cn1nc(C(=O)N2CCC(c3ccc([C@@H]4CNCCO4)cc3)CC2)c2c1CCN(C(=O)C1CC1)C2,Brc1ccc([C@@H]2CNCCO2)cc1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
3069,Cn1nc(C(=O)N2CCC(c3cccc(Nc4nccc(C(F)(F)F)n4)c3)CC2)c2c1CCN(C(=O)C1CC1)C2,FC(F)(F)c1ccnc(Nc2cccc(Br)c2)n1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,16.8,>10
3071,Cc1cc(Nc2nccc(C3CC3)n2)cc(C2CCN(C(=O)c3nn(C)c4c3CN(C(=O)C3CC3)CC4)CC2)c1,Cc1cc(Br)cc(Nc2nccc(C3CC3)n2)c1,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,13.6,>10
3072,Cn1nc(C(=O)N2CCC(c3ccccc3NS(=O)(=O)C(F)(F)F)CC2)c2c1CCN(C(=O)C1CC1)C2,O=S(=O)(Nc1ccccc1Br)C(F)(F)F,Cn1nc(C(=O)N2CCC(C(=O)O)CC2)c2c1CCN(C(=O)C1CC1)C2,0.0,0
